-54.142	5.231376673	0.285440193
-54.142	2.685318428	0.407101184
-54.142	6.329481144	0.137832153
-54.142	1.565192181	0.283966489
-54.142	5.30298673	0.27604992
-54.142	2.592802255	0.403774682
-54.142	4.772994391	0.325477016
-54.142	3.155807677	0.406184212
-54.142	4.817139519	0.32125139
-54.142	3.103955146	0.406425206
-54.142	6.212114268	0.162093609
-54.142	1.691026538	0.318799744
-54.142	4.071920012	0.369543102
-54.142	3.837537673	0.38149768
-54.142	6.62591666	0.029301072
-54.142	1.252141222	0.068513113
-54.142	6.147732056	0.169613172
-54.142	1.738861291	0.327323371
-54.142	5.412113733	0.264987
-54.142	2.482159035	0.400683483
-54.142	6.358486617	0.128611837
-54.142	1.524784607	0.268864029
-54.142	5.449829147	0.26354338
-54.142	2.462900399	0.401611313
-54.142	5.852526754	0.21464905
-54.142	2.043657023	0.373087377
-54.142	4.59504626	0.338431728
-54.142	3.332570279	0.402038157
-54.142	6.169705825	0.169185546
-54.142	1.732596622	0.327716584
-54.142	4.704385286	0.330029148
-54.142	3.218587659	0.404432854
-54.142	5.902982287	0.210013559
-54.142	2.005473516	0.370152098
-54.142	5.210763272	0.287907546
-54.142	2.710556171	0.407784219
-54.142	4.13645079	0.366534213
-54.142	3.779377117	0.384743167
-54.142	5.434824008	0.266174734
-54.142	2.486243463	0.403096536
-54.142	4.957215396	0.310389531
-54.142	2.967324984	0.408324389
-54.142	4.901221378	0.312572721
-54.142	3.001641872	0.406208999
-54.142	4.717286917	0.329451055
-54.142	3.209344388	0.404939022
-54.142	5.458688763	0.259923224
-54.142	2.433720165	0.398810664
-54.142	4.379046477	0.350665586
-54.142	3.524763627	0.3939654
-54.142	4.375858701	0.353115297
-54.142	3.550953826	0.395013184
-54.142	5.979343666	0.198380219
-54.142	1.922528008	0.359392931
-54.142	4.369121114	0.353420665
-54.142	3.556401303	0.394703076
-54.142	5.322238778	0.274115532
-54.142	2.573096052	0.403299374
-54.142	5.766493876	0.225230259
-54.142	2.127598188	0.380732934
-54.142	6.290276407	0.145603948
-54.142	1.603939163	0.295571139
-54.142	4.609430073	0.336604435
-54.142	3.310280211	0.401961797
-54.142	5.04405519	0.301863411
-54.142	2.869770918	0.407875418
-54.142	4.706188372	0.329972581
-54.142	3.21752598	0.404518281
-54.142	4.066251434	0.370263819
-54.142	3.847639668	0.381418029
-54.142	6.454424007	0.108278471
-54.142	1.438327155	0.234442991
-54.142	6.386180592	0.127602514
-54.142	1.515911865	0.26813333
-54.142	4.256094874	0.358329358
-54.142	3.647326454	0.389282035
-54.142	4.017950868	0.374333714
-54.142	3.912000874	0.379747011
-54.142	4.927605696	0.312882836
-54.142	2.997513983	0.408111919
-54.142	5.998246962	0.193667829
-54.142	1.892441277	0.354131812
-54.142	4.673596076	0.332719257
-54.142	3.253424631	0.403988083
-54.142	4.557427284	0.338665915
-54.142	3.346436824	0.399637013
-54.142	4.404871647	0.350065305
-54.142	3.509888385	0.395435478
-54.142	6.455113798	0.101662917
-54.142	1.418471211	0.221516408
-54.142	6.10164413	0.180973913
-54.142	1.80452398	0.341757191
-54.142	4.850232814	0.318571099
-54.142	3.070095721	0.40686124
-54.142	4.751611899	0.326201354
-54.142	3.1686566	0.405226306
-54.142	5.655837934	0.238136172
-54.142	2.236007679	0.38864556
-54.142	4.024735654	0.373240066
-54.142	3.897190833	0.379752993
-54.142	5.140577774	0.294889011
-54.142	2.78598697	0.408799175
-54.142	5.413036952	0.268596941
-54.142	2.5096777	0.403954801
-54.142	5.766059923	0.225753433
-54.142	2.13106508	0.381299974
-54.142	6.174318462	0.168697487
-54.142	1.729365933	0.327195888
-54.142	4.895617143	0.313151241
-54.142	3.008365025	0.406235359
-54.142	4.947783747	0.311407707
-54.142	2.978930906	0.408412037
-54.142	4.465525666	0.344916605
-54.142	3.437761926	0.396854993
-54.142	4.188243867	0.364247004
-54.142	3.734978042	0.387357447
-54.142	6.609930819	0.053126319
-54.142	1.282966558	0.12272627
-54.142	5.403341034	0.26859208
-54.142	2.511774812	0.403373121
-54.142	5.769319907	0.225396208
-54.142	2.12809564	0.381075964
-54.142	5.874165392	0.214035733
-54.142	2.035590565	0.373511105
-54.142	5.738887666	0.228993663
-54.142	2.157700544	0.383421588
-54.142	5.266287564	0.280119544
-54.142	2.633831602	0.404931808
-54.142	4.212855255	0.362046511
-54.142	3.702369214	0.388048035
-54.142	6.286760186	0.143247235
-54.142	1.594914934	0.291449913
-54.142	5.416649537	0.266895566
-54.142	2.495760641	0.402661437
-54.142	4.096578077	0.367703307
-54.142	3.807749963	0.382426159
-54.142	6.387302705	0.120488255
-54.142	1.490600386	0.255157348
-54.142	4.358617193	0.353655271
-54.142	3.562427552	0.394094631
-54.142	6.143177391	0.171235163
-54.142	1.747615292	0.329538876
-54.142	4.677846707	0.329915388
-54.142	3.225211566	0.402605544
-54.142	4.438881683	0.349210752
-54.142	3.489864749	0.397326357
-54.142	4.308546037	0.355236689
-54.142	3.596277674	0.391412081
-54.142	5.064631841	0.301115116
-54.142	2.858137978	0.40863254
-54.142	5.258323448	0.280969287
-54.142	2.64254345	0.40514282
-54.142	4.249481171	0.360580057
-54.142	3.673331716	0.389923395
-54.142	5.934037677	0.204772248
-54.142	1.968250734	0.365253728
-54.142	4.091228961	0.368245248
-54.142	3.815724009	0.382292371
-54.142	4.309497711	0.357045335
-54.142	3.614707817	0.39238859
-54.142	6.106010332	0.18096638
-54.142	1.803649054	0.341960497
-54.142	4.912551118	0.313838612
-54.142	3.010133073	0.407783172
-54.142	4.776765686	0.32411874
-54.142	3.141951289	0.405589377
-54.142	4.61969647	0.336542878
-54.142	3.306586592	0.402614405
-54.142	5.347884453	0.27234071
-54.142	2.553334513	0.403322601
-54.142	4.101149435	0.368885525
-54.142	3.818621156	0.383302691
-54.142	5.207703723	0.286999239
-54.142	2.703736699	0.406882119
-54.142	4.992927737	0.307394162
-54.142	2.931391579	0.40854213
-54.142	5.604208751	0.24794999
-54.142	2.315247112	0.395755547
-54.142	6.553860616	0.068804875
-54.142	1.320522692	0.156156167
-54.142	4.610686213	0.334953937
-54.142	3.293804744	0.401094462
-54.142	6.534877656	0.08642524
-54.142	1.36288318	0.193083043
-54.142	5.632385666	0.240906891
-54.142	2.259926392	0.390208967
-54.142	5.175029482	0.290463218
-54.142	2.740330874	0.407567651
-54.142	4.455501334	0.347942398
-54.142	3.471532098	0.397794252
-54.142	5.312052051	0.278634603
-54.142	2.61139845	0.406484149
-54.142	5.488370624	0.259474255
-54.142	2.423923186	0.400137144
-54.142	4.175062469	0.365271204
-54.142	3.750915435	0.386905673
-54.142	5.897479687	0.207049979
-54.142	1.988884753	0.366190457
-54.142	5.683974205	0.235439163
-54.142	2.211868752	0.387371014
-54.142	5.009939008	0.304536921
-54.142	2.901781389	0.407622341
-54.142	5.863431203	0.212607502
-54.142	2.029003222	0.371211905
-54.142	4.93496952	0.309555326
-54.142	2.965614584	0.406332823
-54.142	6.25572818	0.152959148
-54.142	1.641745185	0.306213286
